country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",6/3/2025 15:00,23.8175497,91.2726974,OZONE,2,151,151
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",6/3/2025 15:00,27.23711,78.01936,SO2,7,14,9
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",6/3/2025 15:00,27.23711,78.01936,CO,3,8,6
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",6/3/2025 15:00,27.168897,78.37696,CO,15,24,20
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",6/3/2025 15:00,27.1594,78.3953,PM2.5,33,85,52
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",6/3/2025 15:00,27.1594,78.3953,OZONE,15,39,26
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",6/3/2025 15:00,28.646233,77.358075,SO2,6,9,7
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",6/3/2025 15:00,28.646233,77.358075,OZONE,9,16,12
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",6/3/2025 15:00,28.757294,77.278792,PM2.5,96,335,234
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",6/3/2025 15:00,27.19865833,78.00598056,PM10,86,275,128
